EnsemblID	external_gene_id	chromosome_name	start_position	end_position	strand
ENSDARG00000073843	CU633744.1	25	498506	546008	-1
ENSDARG00000020595	gnl3l	11	26419333	26436050	1
ENSDARG00000070479	tspan13b	19	31633394	31644600	1
ENSDARG00000091514	CT737190.3	7	53606783	53608113	-1
ENSDARG00000068291	TMEM208	7	53609349	53613618	1
ENSDARG00000012745	poc1bl	19	35717415	35769609	1
ENSDARG00000058658	si:dkey-178e17.3	8	2053347	2092282	-1
ENSDARG00000078979	ARHGEF40	7	76490268	76572963	1
ENSDARG00000074356	fxn	8	11367222	11381519	-1
ENSDARG00000019973	stk38a	8	26443784	26458480	-1
ENSDARG00000076773	lrrc58a	1	47983211	47990068	1
ENSDARG00000079271	dcxr	12	3635055	3645629	-1
ENSDARG00000074446	zgc:173714	Zv9_scaffold3514	158372	165432	-1
ENSDARG00000080000	si:dkey-178e17.1	8	2129398	2139061	-1
ENSDARG00000086764	MDC1	16	11947107	11963017	1
ENSDARG00000093318	si:dkey-57a22.15	9	23037287	23038178	1
ENSDARG00000026900	CU302316.1	21	44368807	44370296	-1
ENSDARG00000074142	CABZ01080550.1	Zv9_NA774	34005	55478	1
ENSDARG00000079267	fermt3a	5	69751460	69792584	-1
ENSDARG00000090822	QDPR (6 of 6)	1	23151251	23155390	1
ENSDARG00000006982	msxd	21	40051375	40054278	1
ENSDARG00000093993	heatr5a	17	28702568	28711622	-1
ENSDARG00000022098	opn4a	13	22561363	22604334	1
ENSDARG00000095745	CU694951.3	17	50535319	50536612	-1
ENSDARG00000015325	u2af1	9	9451858	9464189	-1
ENSDARG00000003835	stom	21	16054058	16081836	1
ENSDARG00000096487	si:dkeyp-44b5.2	4	43379612	43385521	1
ENSDARG00000045672	il26	4	12599578	12603238	-1
ENSDARG00000020115	sars2	15	13530573	13555027	-1
ENSDARG00000074666	zgc:153760	12	4989237	4997880	-1
ENSDARG00000090581	FP017279.3	9	20398641	20410072	1
ENSDARG00000045351	ccdc58	24	21530996	21535264	-1
ENSDARG00000014907	htra1b	12	12494768	12563669	-1
ENSDARG00000075132	fh	12	48853938	48864046	-1
ENSDARG00000069758	RBM44	9	23690321	23706171	1
ENSDARG00000017034	sqrdl	25	33451918	33474004	1
ENSDARG00000041904	ankzf1	9	13110646	13161437	-1
ENSDARG00000007734	obfc1	1	47996995	48010591	1
ENSDARG00000058891	nedd9	19	2735728	2791924	1
ENSDARG00000055652	aclyb	12	15079687	15184114	-1
ENSDARG00000069206	taar15	20	46117709	46118695	-1
ENSDARG00000096676	si:ch211-213i16.4	20	46342253	46417709	1
ENSDARG00000017771	CCDC66	22	42091063	42097948	-1
ENSDARG00000025595	agmo	15	33630977	33714780	-1
ENSDARG00000018426	aldh7a1	10	16035479	16056656	-1
ENSDARG00000092774	tarsl2	18	324173	329033	1
ENSDARG00000076331	CR450780.1	Zv9_scaffold3514	167918	175444	1
ENSDARG00000073744	IP6K1	22	42114009	42125262	1
ENSDARG00000018699	st8sia4	10	7657529	7673632	-1
ENSDARG00000022631	cyp2p9	20	25611234	25614476	1
ENSDARG00000023880	abhd14b	6	53302064	53308542	-1
ENSDARG00000003016	eef2b	2	56950887	56976839	1
ENSDARG00000004906	stip1	5	69801144	69817759	-1
ENSDARG00000060153	h6pd	6	45856165	45866649	1
ENSDARG00000029075	pfkfb4l	6	39924470	39960287	-1
ENSDARG00000027109	zfr	5	42743318	42761350	-1
ENSDARG00000067798	ppapdc1a	13	2635303	2681877	-1
ENSDARG00000008884	hprt1	14	32379801	32391422	1
ENSDARG00000092901	si:ch211-155e24.6	2	58378004	58382083	-1
ENSDARG00000074754	si:dkey-188i13.9	13	38036056	38040199	-1
ENSDARG00000095959	si:ch1073-185p12.3	2	58838190	58838833	1
ENSDARG00000093517	si:ch211-150h8.1	2	59989683	59990633	1
ENSDARG00000059629	asphd2	8	41917763	41937239	-1
ENSDARG00000069669	adra2c	1	41373859	41375231	-1
ENSDARG00000079056	C13H20orf194	13	13554735	13598707	1
ENSDARG00000095046	pold2	8	37682651	37691670	1
ENSDARG00000020191	ppef1	11	31129422	31156412	1
ENSDARG00000057983	svopl	4	8831286	8843368	-1
ENSDARG00000021209	KCTD9 (2 of 2)	8	53863137	53877281	-1
ENSDARG00000033604	lrpap1	1	41512453	41522418	1
ENSDARG00000056027	hoxb8a	3	23979150	23981797	1
ENSDARG00000000069	dap	24	22678238	22711533	-1
ENSDARG00000014657	zgc:171731	7	20757858	20762495	1
ENSDARG00000070830	zgc:136858	25	20518732	20541006	-1
ENSDARG00000090142	si:dkey-94l16.4	12	543893	556854	1
ENSDARG00000005425	wdfy1	15	42024628	42084656	-1
ENSDARG00000034975	gpr157	23	22891766	22900057	1
ENSDARG00000074688	fbrs	12	28605791	28632372	1
ENSDARG00000092377	cs	23	34221116	34241512	1
ENSDARG00000060148	sh3pxd2aa	1	48013416	48188418	1
ENSDARG00000092234	si:dkey-179a6.2	19	24078510	24081176	-1
ENSDARG00000079738	ZNF219	7	76614145	76617605	1
ENSDARG00000061621	THEM4	16	19826911	19861475	1
ENSDARG00000060911	si:ch211-126i22.5	10	11248779	11278238	1
ENSDARG00000021021	trim35-28	16	28690302	28697105	1
ENSDARG00000096295	si:ch211-229o8.4	3	30468972	30497908	1
ENSDARG00000086187	CABZ01069081.1	25	595487	603447	1
ENSDARG00000018077	rbp1b	2	38732533	38740800	-1
ENSDARG00000068305	mrps14	2	35312256	35315017	1
ENSDARG00000058232	fbrsl1	5	19504794	19532326	1
ENSDARG00000007812	sp3b	6	10632712	10651312	-1
ENSDARG00000057173	zgc:123282	13	17743818	17746131	1
ENSDARG00000067975	atpif1a	19	37348	38889	1
ENSDARG00000036894	AIMP1 (2 of 2)	23	44855060	44872092	1
ENSDARG00000069438	neurla	1	48199031	48268849	-1
ENSDARG00000039615	fgf8b	1	31092246	31097474	1
ENSDARG00000077688	cpo	1	4464895	4476319	1
ENSDARG00000008678	snx3	20	32444892	32471752	1
ENSDARG00000013125	dlx1a	9	3384549	3386556	1
ENSDARG00000040610	CU571169.1	4	5674284	5679393	1
ENSDARG00000059036	appa	1	496071	508054	-1
ENSDARG00000093399	or133-4	21	20456257	20457210	-1
ENSDARG00000094675	TUSC5 (2 of 2)	21	38075760	38088510	-1
ENSDARG00000003146	si:dkey-27m7.4	13	17751667	17759591	1
ENSDARG00000024744	dpp6b	2	12198703	12424750	-1
ENSDARG00000092545	HEPHL1 (2 of 4)	10	24840416	24842344	-1
ENSDARG00000069435	ccdc147	1	48328726	48509475	1
ENSDARG00000069590	tmem150c	10	5045379	5062225	-1
ENSDARG00000096404	si:ch211-222o17.1	18	46268823	46270971	-1
ENSDARG00000036066	si:dkey-78a14.4	7	39641960	39649371	1
ENSDARG00000034195	top2b	19	19676650	19763184	-1
ENSDARG00000029064	uqcrq	14	40371530	40374871	-1
ENSDARG00000027428	rpp30	12	17517708	17523634	-1
ENSDARG00000025788	chp2	15	19367785	19373928	-1
ENSDARG00000052609	si:ch211-274f20.4	14	9145575	9156260	1
ENSDARG00000069317	CR352328.1	7	20763701	20764650	-1
ENSDARG00000075865	CABZ01076351.1	1	48606636	49100620	1
ENSDARG00000039583	THAP9 (2 of 3)	4	58111534	58113468	-1
ENSDARG00000076333	CABZ01117474.1	1	49109597	49185906	-1
ENSDARG00000058248	si:dkeyp-77h1.4	16	11970200	11976960	1
ENSDARG00000095469	si:ch211-165a10.5	1	44490453	44493075	-1
ENSDARG00000091667	CU207301.10	25	38368917	38378482	-1
ENSDARG00000051805	ugt5a5	25	30363045	30364920	-1
ENSDARG00000077556	flrt1a	5	69909516	69911570	1
ENSDARG00000087047	CU929328.1	16	11996230	11998448	1
ENSDARG00000058460	cacng3a	1	8158501	8168019	1
ENSDARG00000070480	agr2	19	31646942	31649494	-1
ENSDARG00000088714	CR936977.2	8	5868708	5869613	-1
ENSDARG00000058262	CU929328.1	16	12007190	12013650	-1
ENSDARG00000036446	PRKAR2B	25	3531545	3542010	-1
ENSDARG00000069205	taar13c	20	46122478	46123505	-1
ENSDARG00000087204	AL807829.1	9	36920658	36921309	1
ENSDARG00000057354	or130-1	8	5892616	5893572	-1
ENSDARG00000096095	buc	2	28022981	28027100	1
ENSDARG00000022939	ino80e	16	12022983	12031914	1
ENSDARG00000090974	si:dkey-114e9.1	9	16185409	16205013	-1
ENSDARG00000044436	rps6ka4	5	70075013	70111345	-1
ENSDARG00000069203	taar13d	20	46133038	46134063	-1
ENSDARG00000057349	or129-1	8	5940146	5941093	1
ENSDARG00000018181	dnajc28	9	36925624	36927977	-1
ENSDARG00000009563	slc1a2b	25	38374532	38415141	1
ENSDARG00000076891	rfxap	10	35982021	35985196	1
ENSDARG00000078324	prdm16	8	50254993	50706682	1
ENSDARG00000095940	si:dkey-19a16.12	22	6358759	6369948	-1
ENSDARG00000059535	LRRTM4 (1 of 4)	8	6432177	6433733	-1
ENSDARG00000079962	doc2d	8	14366950	14472823	1
ENSDARG00000043406	slc8a1b	17	22141428	22331985	1
ENSDARG00000069177	taar13b	20	46141163	46142188	-1
ENSDARG00000086104	si:dkey-7l6.4	2	42486295	42517020	-1
ENSDARG00000092325	si:ch211-212k5.1	4	30294125	30305506	1
ENSDARG00000042872	zdhhc8a	10	428694	456204	1
ENSDARG00000095453	si:rp71-17i16.6	23	20628750	20634023	-1
ENSDARG00000016033	CR626941.1	16	30313194	30313914	-1
ENSDARG00000075086	CU681840.1	23	43926802	43930830	1
ENSDARG00000079913	CABZ01034858.1	3	5152470	5154244	-1
ENSDARG00000078202	C21H5orf24 (2 of 2)	21	44376641	44381596	1
ENSDARG00000059329	WDR7	21	2926423	2968712	1
ENSDARG00000009161	ftr55	19	14855091	14866847	-1
ENSDARG00000076965	cep70	22	12743595	12765398	-1
ENSDARG00000086419	BX284672.2	7	4065849	4068234	-1
ENSDARG00000076618	tm2d3	18	329393	335263	1
ENSDARG00000088043	CABZ01073424.1	21	3089533	3112995	1
ENSDARG00000096191	si:ch211-112b1.2	1	49428343	49428672	-1
ENSDARG00000053442	h2afy	21	44399254	44410212	1
ENSDARG00000033965	nupl1	24	25616159	25638191	-1
ENSDARG00000096053	si:ch211-112b1.1	1	49430800	49432897	1
ENSDARG00000076819	si:dkey-121n8.4	15	39879471	39964718	-1
ENSDARG00000023672	timm8a	14	40374934	40378270	1
ENSDARG00000096589	si:ch211-112b1.3	1	49504123	49594958	-1
ENSDARG00000079585	pkn3	5	33468091	33494960	-1
ENSDARG00000078763	igl3v3	24	39702843	39703427	1
ENSDARG00000075045	cxcl-c1c	1	49728563	49732289	-1
ENSDARG00000059175	cep19	22	2180129	2185598	1
ENSDARG00000008363	mcl1b	16	31846295	31848260	1
ENSDARG00000040144	CU694951.1	17	50554003	50555477	-1
ENSDARG00000012581	si:rp71-36d5.4	17	33412538	33437472	-1
ENSDARG00000040266	sox19b	7	27620451	27623815	-1
ENSDARG00000096031	si:ch73-6k14.2	1	49751628	49756889	-1
ENSDARG00000096420	si:dkey-13n23.4	3	30505887	30506706	1
ENSDARG00000042357	cldnk	3	47637817	47641978	1
ENSDARG00000019752	rom1a	5	70122247	70140978	-1
ENSDARG00000039650	itm2cb	2	48398577	48420960	-1
ENSDARG00000096411	wu:fc32g12	6	6586184	6590628	-1
ENSDARG00000062361	PAXBP1	10	24853213	24873742	1
ENSDARG00000016128	ap3m2	5	16079025	16094360	-1
ENSDARG00000092578	si:ch211-222e20.4	10	29110003	29113590	1
ENSDARG00000009471	nid2b	20	9824715	9855723	-1
ENSDARG00000095864	ftr59	23	6957126	6963787	-1
ENSDARG00000092723	si:ch73-381f5.2	23	19424465	19429331	-1
ENSDARG00000092914	si:ch211-150h8.2	2	59997251	59997921	1
ENSDARG00000086991	PBX1A	2	19615653	19618709	-1
ENSDARG00000036008	caly	1	49773285	49802847	1
ENSDARG00000056334	mlh3	23	24876972	24886216	1
ENSDARG00000017658	gmppb	22	42130804	42142161	1
ENSDARG00000024471	nsl1	20	37838953	37845547	-1
ENSDARG00000089687	BX005109.1	25	611578	616429	-1
ENSDARG00000076442	zgc:174310	4	61261297	61263161	-1
ENSDARG00000095446	si:dkey-207j16.4	4	9848339	9853716	-1
ENSDARG00000055263	BX511172.1	4	19963880	19967767	1
ENSDARG00000069734	zgc:92880	3	55942977	55943592	-1
ENSDARG00000017007	nr4a2a	9	5047097	5051396	-1
ENSDARG00000045926	crabp1a	25	6660041	6690536	1
ENSDARG00000044437	cdca5	5	70170756	70176273	-1
ENSDARG00000090406	BX005265.1	5	35408044	35408901	-1
ENSDARG00000092907	AL929378.1	17	36057658	36058669	-1
ENSDARG00000089610	pbx1a	2	19717559	19749261	1
ENSDARG00000093985	si:dkeyp-72a4.1	5	35497705	35553294	-1
ENSDARG00000006508	pip5k1bb	8	11382686	11472661	1
ENSDARG00000008886	msxb	1	49859299	49861712	1
ENSDARG00000093207	si:ch211-244h7.2	18	47105272	47116820	1
ENSDARG00000007371	slc26a3	4	17893143	17903728	1
ENSDARG00000013293	crispld1b	2	30094482	30111291	1
ENSDARG00000032277	rars2	20	2711159	2742357	-1
ENSDARG00000091759	CABZ01065401.1	8	2143249	2145996	-1
ENSDARG00000094923	ugt5a4	25	30371448	30404695	-1
ENSDARG00000075988	olfch1	14	17907722	17911010	1
ENSDARG00000030614	syt1a	4	20141972	20251089	1
ENSDARG00000091618	CLTC (5 of 5)	8	2189556	2231293	-1
ENSDARG00000076660	FOXO6 (1 of 2)	16	8468994	8581824	-1
ENSDARG00000095771	BX511311.11	6	17186620	17188007	-1
ENSDARG00000038392	CR450729.1	3	2387425	2402051	-1
ENSDARG00000013623	vdac2	13	17763269	17778447	-1
ENSDARG00000019516	sp7	6	58553970	58576800	1
ENSDARG00000013838	sulf2l	23	15314866	15441274	-1
ENSDARG00000057089	ftsj1	21	19998487	20006626	-1
ENSDARG00000067692	CDH18 (1 of 2)	12	42684913	42837810	1
ENSDARG00000025754	ube2f	1	5509737	5527331	1
ENSDARG00000075034	raver2	6	31122962	31268482	-1
ENSDARG00000078722	clip1a	5	70183718	70237795	-1
ENSDARG00000019392	stat5.1	3	16895409	16975786	1
ENSDARG00000078044	ppp2r2d	12	43008937	43170897	1
ENSDARG00000095092	si:ch211-232m8.3	14	35641109	35643268	-1
ENSDARG00000071353	AL929007.1	14	49009361	49048343	-1
ENSDARG00000020114	slc20a1a	8	31905157	31923057	-1
ENSDARG00000086136	ticam1	22	4117520	4120897	-1
ENSDARG00000087582	CABZ01112387.1	Zv9_NA320	14067	18875	1
ENSDARG00000096807	si:ch211-119b12.9	20	46528903	46530475	1
ENSDARG00000092248	si:ch211-214c11.6	19	24111525	24114191	-1
ENSDARG00000068261	pros1	1	217983	228857	-1
ENSDARG00000051809	btr12	7	76672479	76689219	1
ENSDARG00000045673	il22	4	12609119	12613330	-1
ENSDARG00000090371	BX664721.5	7	76692360	76699575	1
ENSDARG00000009524	rnf150a	23	43938464	43955462	1
ENSDARG00000091000	si:dkeyp-44b5.1	4	43411786	43417504	1
ENSDARG00000043185	mllt1	8	20732173	20768577	-1
ENSDARG00000051804	BX664721.1	7	76703399	76705152	-1
ENSDARG00000079069	DOCK9 (2 of 3)	9	1240155	1279256	1
ENSDARG00000053130	pcp4a	10	40310171	40352256	-1
ENSDARG00000086212	zgc:174273	4	35372779	35379237	-1
ENSDARG00000094815	si:ch73-49p17.1	13	6893186	6893872	-1
ENSDARG00000094465	si:dkeyp-80c12.8	1	49864094	49868304	-1
ENSDARG00000073995	ENDOD1 (1 of 2)	7	76710227	76712844	-1
ENSDARG00000093595	si:dkey-88n24.10	7	4083823	4086481	-1
ENSDARG00000070261	crlf3	3	35897336	35932410	1
ENSDARG00000095908	si:ch1073-228p2.2	5	4373742	4373894	1
ENSDARG00000092982	or133-3	21	20466327	20467274	-1
ENSDARG00000052468	GSK3B (2 of 2)	1	49876948	49915948	-1
ENSDARG00000060149	ablim1a	13	44136443	44228999	-1
ENSDARG00000096781	si:dkeyp-92c5.2	12	36771722	36841760	1
ENSDARG00000075715	si:dkey-32m20.1	2	31170284	31173582	1
ENSDARG00000016238	arl6ip5b	23	4305032	4310787	1
ENSDARG00000077034	NMNAT3	2	38766950	38794482	-1
ENSDARG00000022983	ccdc28a	17	33614796	33621778	-1
ENSDARG00000089432	CR352328.2	7	20772655	20778737	1
ENSDARG00000060127	ADAMTS3	5	46941599	47157384	1
ENSDARG00000088340	CU855932.1	16	58191120	58194935	1
ENSDARG00000089480	si:dkey-12j5.1	16	30340603	30496527	-1
ENSDARG00000077330	SH3TC1 (1 of 2)	7	62489236	62515773	-1
ENSDARG00000039958	utp11l	16	35959382	35964239	-1
ENSDARG00000053476	lipca	7	31622422	31742987	1
ENSDARG00000041134	dnaaf2	17	4907	7536	-1
ENSDARG00000001939	b3gat3	7	26182257	26198954	1
ENSDARG00000016721	sdha	19	7898596	7914269	-1
ENSDARG00000015349	mfge8a	7	50245205	50262170	-1
ENSDARG00000043848	sod1	10	26328825	26333884	-1
ENSDARG00000088853	CLTC (1 of 5)	8	2240226	2242278	-1
ENSDARG00000089238	CABZ01052652.1	8	6888848	6899253	-1
ENSDARG00000067562	CLTC (3 of 5)	8	2259952	2275548	1
ENSDARG00000042974	sypa	8	23784370	23800200	1
ENSDARG00000077562	lrrtm4l2	8	6984200	6985926	1
ENSDARG00000011152	rpp14	22	10268652	10274683	1
ENSDARG00000093640	ugt5a2	25	30390879	30405001	-1
ENSDARG00000086750	si:dkey-264f17.5	4	54346683	54355246	1
ENSDARG00000095187	si:dkey-16p6.1	4	50054913	50074400	-1
ENSDARG00000060002	ogg1	8	48540464	48560245	1
ENSDARG00000034982	zcchc8	5	70250415	70264194	-1
ENSDARG00000044575	vars	16	12039364	12085104	1
ENSDARG00000058842	ZNF609 (1 of 2)	25	654474	834588	1
ENSDARG00000045528	fgd6	4	24949709	24996004	-1
ENSDARG00000096315	mir150	3	32707735	32708604	-1
ENSDARG00000006279	rragd	17	15629339	15661543	1
ENSDARG00000009953	med14	9	35369146	35395313	1
ENSDARG00000093354	si:ch211-57i17.2	20	46987679	46990924	-1
ENSDARG00000005343	ccdc85al	6	6653740	6692636	-1
ENSDARG00000061004	cox11	12	33755395	33760720	-1
ENSDARG00000025465	spon2a	14	22864366	22903738	1
ENSDARG00000069201	taar13e	20	46147295	46153044	-1
ENSDARG00000025226	znf668	12	30503927	30508794	1
ENSDARG00000021660	bsk146	12	558153	715250	-1
ENSDARG00000096331	si:ch73-248e21.7	3	32735620	32740167	-1
ENSDARG00000029621	sgms1	12	6749157	6797792	1
ENSDARG00000096325	si:dkeyp-72g8.1	3	33815636	33824872	-1
ENSDARG00000016999	lin28a	19	14873056	14901221	1
ENSDARG00000045675	mdm1	4	12615924	12632041	-1
ENSDARG00000062902	TULP2	12	21970133	21978175	1
ENSDARG00000095185	si:ch211-274p24.2	21	38127129	38133979	1
ENSDARG00000092242	si:dkey-26i13.7	1	10776921	10777952	-1
ENSDARG00000076798	C9H3orf38	9	16332076	16339139	-1
ENSDARG00000096770	si:ch73-21k16.6	20	47231599	47234276	-1
ENSDARG00000002696	gnb3b	19	5730429	5759548	-1
ENSDARG00000055284	afap1	12	24172482	24265577	1
ENSDARG00000070272	casp8l2	9	1328208	1346468	1
ENSDARG00000093446	si:dkey-204f11.49p	3	34108461	34108909	-1
ENSDARG00000018325	taf5	1	49921680	49938546	1
ENSDARG00000088893	CR944667.3	15	36530264	36533949	-1
ENSDARG00000035161	PKDCC	13	2798467	2844475	-1
ENSDARG00000068841	si:dkey-29p23.1	4	39959154	39983984	-1
ENSDARG00000034825	uspl1	10	37683374	37700066	1
ENSDARG00000089322	GRAMD2 (2 of 2)	25	854252	867084	1
ENSDARG00000035844	twf1a	25	872206	878030	1
ENSDARG00000088912	RGS1	22	23510910	23520646	1
ENSDARG00000012381	hsc70	15	36534327	36549380	-1
ENSDARG00000034467	CABZ01072077.1	13	6918736	6925602	-1
ENSDARG00000025500	mtx1a	16	45776203	45803232	-1
ENSDARG00000077473	mych	6	50403103	50406145	1
ENSDARG00000031757	tmc4	16	34343560	34364623	1
ENSDARG00000039238	CACNG4 (1 of 2)	6	23200427	23205869	-1
ENSDARG00000054814	si:ch211-251p5.5	16	33757266	33809975	-1
ENSDARG00000061590	CACHD1	6	31282929	31431879	-1
ENSDARG00000070074	lrp8	6	35013405	35311477	-1
ENSDARG00000093263	CABZ01034857.1	3	5169856	5171261	-1
ENSDARG00000076013	mab21l3	9	36929853	36938371	1
ENSDARG00000089467	BX936443.2	17	45147543	45175883	-1
ENSDARG00000073756	slc12a7a	2	23802571	23832951	1
ENSDARG00000055737	ube3a	6	38704240	38720928	1
ENSDARG00000093070	thumpd2	17	24451755	24459316	1
ENSDARG00000026011	marveld3	7	70297486	70336997	-1
ENSDARG00000012432	fam76b	5	25254150	25265274	-1
ENSDARG00000060380	coq6	17	45176230	45195289	1
ENSDARG00000093821	si:ch211-110p13.9	5	70264597	70269108	1
ENSDARG00000096665	si:ch211-202n12.2	1	25504515	25510337	-1
ENSDARG00000087641	si:ch73-96b22.1	23	944557	979406	-1
ENSDARG00000019743	dctn1a	7	1024583	1071459	-1
ENSDARG00000092284	si:ch211-76m11.3	1	37672998	37688847	1
ENSDARG00000007691	cul1b	24	17913850	17949248	-1
ENSDARG00000030250	dennd2db	22	815918	838318	1
ENSDARG00000095390	si:dkey-264b2.2	2	60148113	60150671	1
ENSDARG00000087067	CABZ01073069.1	17	9381	10209	-1
ENSDARG00000076116	usp10	7	70340122	70381668	1
ENSDARG00000079636	fam177a1	17	12882911	12890046	-1
ENSDARG00000040141	zgc:113886	17	50559231	50561275	-1
ENSDARG00000052982	gabrr2a	17	15687004	15733862	1
ENSDARG00000070504	trpc5a	1	9662985	9796562	-1
ENSDARG00000036064	cnep1r1	7	39650851	39656482	1
ENSDARG00000015654	ca15a	12	5000756	5011832	-1
ENSDARG00000055490	galnt12	19	35778297	35815382	1
ENSDARG00000056679	morc3a	9	31591816	31609830	-1
ENSDARG00000071279	si:dkey-4c23.5	22	25373863	25419171	-1
ENSDARG00000022841	ptk2ba	17	5877960	5966650	-1
ENSDARG00000005470	kif5aa	9	187974	218155	1
ENSDARG00000093091	iqsec3b	18	5508373	5545947	-1
ENSDARG00000042534	rsrc2	5	70272375	70289177	-1
ENSDARG00000053695	zgc:162948	4	61264308	61271185	-1
ENSDARG00000010657	irak4	25	878660	887528	-1
ENSDARG00000071374	lrrtm2	24	35952665	35954296	1
ENSDARG00000031248	enkur	24	6803801	6809241	-1
ENSDARG00000090425	lrrtm2	24	36099036	36100667	1
ENSDARG00000054076	tatdn3	20	37845598	37851991	1
ENSDARG00000053663	hmp19	21	40170143	40219536	-1
ENSDARG00000092200	si:dkey-26i13.6	1	10787133	10788026	-1
ENSDARG00000045067	kcnk1a	12	32369976	32379565	1
ENSDARG00000032651	ppp1r10	19	31655531	31667433	-1
ENSDARG00000070486	rbp7b	6	45869490	45870404	1
ENSDARG00000068065	ENDOD1 (2 of 2)	7	76715860	76719068	-1
ENSDARG00000089540	BX511311.6	6	17246568	17248473	-1
ENSDARG00000077690	mb21d2a	2	5205467	5224162	1
ENSDARG00000095724	si:ch211-196c10.8	8	24043930	24045043	-1
ENSDARG00000062085	dak	7	20896261	20917819	1
ENSDARG00000070485	APITD1	6	45871908	45874184	1
ENSDARG00000021135	DHRS4	7	25206555	25214121	-1
ENSDARG00000018105	casq1b	7	76719974	76754747	-1
ENSDARG00000005456	katnb1	7	53614154	53740410	1
ENSDARG00000019335	hes6	2	48402633	48418868	1
ENSDARG00000052330	slc4a2b	24	34531261	34600148	-1
ENSDARG00000029239	syt9b	25	16198726	16262959	1
ENSDARG00000059604	MTSS1	6	50532243	50637165	-1
ENSDARG00000092142	si:ch211-136a13.2	18	48058594	48065143	1
ENSDARG00000079771	PEA15	7	76781759	76783743	1
ENSDARG00000090024	CABZ01038376.1	4	35380737	35388708	1
ENSDARG00000044013	nrl	20	678993	693017	1
ENSDARG00000017107	nr2e1	20	32476277	32485287	-1
ENSDARG00000040027	osbpl10	16	41937768	42049089	1
ENSDARG00000044796	si:ch73-252p3.1	7	76802107	76814306	1
ENSDARG00000092289	si:ch211-238e22.8	4	58124822	58150331	1
ENSDARG00000036117	mchr2	24	36301421	36317863	1
ENSDARG00000015176	ror1	6	31464352	31680110	-1
ENSDARG00000074491	zgc:171759	7	76814613	76821072	-1
ENSDARG00000090607	SH2D6	8	2290123	2302348	-1
ENSDARG00000091770	si:ch211-113a14.14	7	76819046	76819456	1
ENSDARG00000093692	si:dkey-204f11.43p	3	34120488	34120927	-1
ENSDARG00000088601	si:dkey-175m17.6	21	26691539	26693739	1
ENSDARG00000089405	zgc:171759	7	76820147	76820521	1
ENSDARG00000092053	si:dkey-204f11.41p	3	34122777	34123177	-1
ENSDARG00000053810	hnrnpc	2	37727933	37736951	1
ENSDARG00000069508	ftr46	3	5174434	5176166	-1
ENSDARG00000093281	nipbla	5	8268735	8340848	1
ENSDARG00000074316	itga1	10	8821473	8934220	1
ENSDARG00000054301	kti12	18	26716112	26725983	-1
ENSDARG00000088038	ugt2b6	5	9970270	9971193	1
ENSDARG00000045979	PTGDS (3 of 3)	5	4406639	4417553	-1
ENSDARG00000096003	USMG5	1	49938536	49941291	-1
ENSDARG00000054288	zgc:63972	5	35558113	35577766	-1
ENSDARG00000026682	zgc:101583	14	40379105	40386292	-1
ENSDARG00000063344	fam162a	24	21535587	21543118	1
ENSDARG00000020960	hgs	3	47647345	47690324	1
ENSDARG00000091602	CR790368.1	11	31158126	31168945	1
ENSDARG00000090741	AL954146.4	23	37659467	37662290	-1
ENSDARG00000068050	agbl4	8	15825821	16510926	-1
ENSDARG00000009946	uhrf1	22	4124042	4154710	1
ENSDARG00000026895	tor1l3	23	37664205	37673140	-1
ENSDARG00000070340	hoxc5a	23	36170218	36172772	1
ENSDARG00000088567	VPS72 (2 of 2)	16	31887585	31893752	1
ENSDARG00000041237	med18	16	8595871	8598728	-1
ENSDARG00000056732	her4.1	23	21746699	21747756	-1
ENSDARG00000060401	SH3RF3	9	57554305	57606825	-1
ENSDARG00000089669	CABZ01073071.1	17	11832	28673	-1
ENSDARG00000002002	LMCD1	22	42142822	42153935	1
ENSDARG00000089462	CT583679.2	8	2339423	2351314	1
ENSDARG00000022413	ing5a	22	2191784	2201649	-1
ENSDARG00000021811	calm1a	17	26554801	26562697	-1
ENSDARG00000039181	trpm3	5	27596889	27707881	1
ENSDARG00000091506	CABZ01073071.2	17	29355	30546	1
ENSDARG00000087338	BX927290.1	4	30347638	30491764	1
ENSDARG00000031855	mst1	6	53310997	53343668	1
ENSDARG00000016479	ugt5a1	25	30397305	30405014	-1
ENSDARG00000090459	CABZ01064327.1	22	42208356	42209062	1
ENSDARG00000087618	CT583679.1	8	2360706	2381987	1
ENSDARG00000044672	BX571969.1	11	37618393	37628549	1
ENSDARG00000088490	si:dkeyp-104f11.1	20	47486412	47512525	1
ENSDARG00000088922	si:dkey-22a18.1	4	43481177	43503101	-1
ENSDARG00000077725	CRB2	17	40370	48551	-1
ENSDARG00000008035	zgc:113516	22	42215462	42219525	-1
ENSDARG00000053502	cryaa	1	28027491	28031533	1
ENSDARG00000011975	fmn1	20	29462509	29495136	1
ENSDARG00000096801	sema4gb	12	35385224	35389617	-1
ENSDARG00000095764	si:zfos-2548d7.1	18	48860854	48861914	1
ENSDARG00000058845	BX571679.1	5	9986135	9988976	1
ENSDARG00000076559	RB1CC1	24	36465500	36498195	1
ENSDARG00000055565	cacnb2b	2	31191494	31229079	1
ENSDARG00000031929	stard10	14	34245373	34253070	-1
ENSDARG00000038374	CCDC137	3	12363399	12373960	1
ENSDARG00000076662	NFX1	7	44221134	44242439	-1
